0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 labels
286.1 229.21 287.67 235.57 287.71 232.88 276.11 266.33 284.66 260.48 252.5 294.85 273.21 297.19 266.45 183.62 293.08 202.48 268.07 159.8 282.4 171.38 223.63 372.78 240.55 376.07 224.93 393.29 261.9 415.04 240.5 393.54 286.4 419.47 drive
280.09 245.06 281.71 244.88 280.63 245.67 278.21 262.83 285.77 264.31 268.68 286.83 279.51 285.7 267.43 219.21 270.41 220.31 276.71 152.02 274.6 158.05 238.88 398.04 246.71 396.21 233.14 489.24 266.23 487.98 245.47 565.79 289.98 556.64 drive
366.98 198.25 367.51 191.19 366.03 190.95 354.96 182.56 349.54 186.81 339.39 172.39 302.14 224.77 358.03 113.8 256.46 284.91 353.92 85.33 237.16 322.76 259.61 228.35 240.94 243.03 225.52 316.05 214.59 328.94 175.3 392.58 178.46 407.53 drive
362.21 248.6 360.14 250.19 358.6 249.23 351.94 270.22 357.7 269.94 358.7 293.13 370.06 293.87 357.46 230.05 368.28 233.31 363.84 179.34 360.88 185.27 385.75 395.77 396.51 396.24 360.97 487.22 398.87 492.36 331.83 563.52 385.86 579.32 drive
276.35 283.44 284.97 290.88 270.74 288.74 295.53 312.52 259.32 306.32 275.99 337.46 248.88 328.63 277.95 272.34 272.89 243.65 273.4 210.61 275.22 178.26 256.2 354.26 240.06 358.54 267.94 277.84 259.34 315.99 274.1 166.6 294.99 204.75 drive
 drive
37.22 226.12 40.75 221.81 33.96 221.78 45.92 225.1 28.1 224.88 54.9 255.16 15.39 254.48 56.63 298.95 9.42 297.25 55.21 330.21 9.15 329.07 48.53 333.36 22.18 333.38 48.66 395.7 25.37 394.34 48.38 454.77 28.13 452.83 drive
 drive
 drive
317.14 279.1 322.29 270.94 310.48 273.95 336.46 264.53 307.9 273.31 360.05 270.37 323.06 303.55 370.01 243.38 345.52 332.78 376.89 212.7 367.3 264.88 387.07 379.75 361.0 391.93 374.7 471.81 357.92 474.78 354.99 561.64 350.89 573.43 drive
155.62 174.06 164.88 162.38 144.12 166.06 185.36 159.62 135.6 171.27 214.69 195.23 153.73 237.98 214.33 138.93 186.09 279.76 199.38 76.22 195.0 234.99 235.36 365.79 187.12 377.95 242.84 492.93 161.59 492.73 217.37 594.14 145.21 598.36 drive
483.93 174.98 494.52 166.99 472.59 164.04 505.75 168.36 455.64 159.36 490.28 230.75 434.17 188.91 458.36 266.59 421.68 137.4 458.12 199.06 445.5 94.41 452.68 379.06 405.38 366.21 477.09 490.31 399.23 498.97 498.41 594.15 421.55 599.07 drive
 drive
640.0 149.34 640.0 137.16 639.16 135.83 628.55 146.85 631.36 145.59 625.44 235.46 591.58 242.97 593.33 361.69 564.15 361.45 621.83 344.63 628.47 282.83 633.47 473.44 608.57 480.78 619.4 525.9 606.85 532.8 612.86 569.81 630.46 595.21 drive
411.83 27.21 464.38 0.0 380.41 0.0 560.82 0.0 341.34 0.0 636.3 121.6 216.04 98.21 580.22 441.38 79.65 368.92 496.95 279.17 80.53 182.15 462.99 554.0 194.13 538.3 455.05 412.5 191.23 420.0 262.26 491.73 349.76 506.16 drive
 drive
 drive
462.98 257.2 466.31 252.66 461.42 253.36 477.04 254.85 464.0 255.95 490.64 284.73 461.25 284.97 494.29 331.61 461.36 329.39 488.2 379.31 474.75 370.64 484.8 362.45 464.26 362.39 489.06 411.55 465.41 411.26 491.01 438.65 465.64 438.55 drive
427.32 305.17 430.87 300.53 423.44 301.15 436.98 303.39 418.33 304.53 442.34 329.52 414.1 328.81 436.15 333.97 415.62 330.93 428.5 297.8 426.2 295.79 438.75 404.39 417.39 403.87 436.9 457.12 415.35 455.43 439.24 486.46 419.92 485.07 drive
640.0 54.61 640.0 39.34 636.39 36.17 628.27 64.43 622.55 60.74 608.39 215.59 583.9 222.35 568.23 349.47 565.88 348.15 616.02 299.01 625.59 257.14 605.94 435.41 593.61 442.36 594.16 504.45 585.17 510.96 591.98 543.52 621.56 564.87 drive
638.11 521.58 638.52 516.53 637.58 516.51 632.91 520.05 634.08 520.08 630.98 552.22 617.95 556.35 622.43 598.79 605.96 607.56 624.81 613.42 618.9 623.15 633.98 624.34 625.94 628.39 631.23 623.31 626.14 631.0 629.91 636.14 629.23 640.0 drive
 drive
243.21 331.96 167.68 263.31 72.29 374.12 202.83 297.03 0.0 597.72 351.15 406.35 229.03 640.0 457.95 345.44 420.27 640.0 507.07 206.31 454.75 448.87 507.93 388.74 444.87 512.35 373.26 203.19 427.75 437.57 405.42 304.41 390.03 164.62 drive
 drive
 drive
 drive
391.88 178.19 402.32 167.19 384.68 159.54 395.5 166.91 354.99 145.99 333.29 218.33 275.88 173.26 277.98 188.05 226.78 112.5 249.2 128.15 251.72 108.78 198.15 372.97 143.49 357.7 293.64 413.53 164.81 436.18 273.39 561.79 143.36 577.01 drive
301.38 170.26 299.41 152.89 285.88 162.6 298.26 148.19 249.5 171.93 354.8 185.59 288.92 228.38 420.51 114.46 355.93 177.81 410.05 107.38 393.72 123.85 493.62 332.66 434.29 351.32 468.29 428.77 348.87 436.33 510.16 582.4 373.93 559.67 drive
 drive
393.47 187.16 394.85 172.91 397.47 169.9 369.37 158.75 381.08 152.69 301.0 193.97 297.43 207.23 252.32 138.89 242.25 190.99 236.98 116.1 235.52 133.48 170.48 374.14 154.94 384.41 295.81 385.11 193.74 433.63 258.22 543.93 133.74 599.11 drive
309.04 175.41 318.23 156.8 295.97 164.63 337.55 141.77 281.81 160.17 417.15 171.77 326.97 217.7 499.48 118.36 378.86 207.43 466.15 112.6 446.47 142.29 498.77 367.12 431.23 373.57 421.65 445.97 334.35 421.7 376.82 599.42 283.01 566.4 drive
284.47 172.3 284.26 154.29 269.8 164.07 286.55 147.21 239.97 171.07 353.7 178.15 285.93 228.19 430.18 106.21 353.14 180.7 406.68 111.5 394.09 130.09 500.94 337.5 439.49 358.8 458.08 446.79 343.52 465.97 484.77 580.12 335.31 577.97 drive
 drive
157.04 173.94 165.21 162.3 145.4 167.21 184.0 159.12 136.8 173.51 215.09 190.91 155.21 237.99 216.37 134.88 188.36 283.6 196.53 80.33 196.28 233.21 236.13 361.08 188.53 374.47 242.55 489.1 162.09 488.73 217.35 592.15 144.25 594.61 drive
361.93 173.92 376.66 163.71 358.56 154.04 393.34 167.45 348.67 144.1 337.18 219.82 288.84 181.81 262.44 187.62 231.8 135.18 245.72 129.69 246.02 122.97 196.81 368.28 149.42 354.77 288.57 390.14 168.23 413.53 277.14 542.33 142.59 587.29 drive
308.11 170.81 324.43 162.95 294.37 157.56 341.3 163.62 269.81 150.22 309.51 213.91 213.47 183.64 226.07 200.03 167.09 149.54 139.7 149.32 163.86 130.81 247.5 384.97 162.95 384.1 378.14 459.8 233.22 482.0 457.42 555.8 330.13 598.47 drive
 drive
409.86 176.65 430.17 168.22 403.93 156.48 441.64 180.82 385.82 150.72 371.74 237.66 332.09 175.77 291.97 287.41 288.14 168.5 294.39 160.84 305.37 120.57 179.39 374.17 144.61 342.8 212.39 422.26 188.0 414.24 113.24 538.9 109.99 551.84 drive
390.14 178.75 399.49 165.5 383.11 160.38 392.46 160.18 356.7 145.67 326.44 215.67 288.68 180.28 268.98 176.79 248.27 118.36 246.88 126.36 250.91 103.41 194.11 389.41 150.73 378.37 305.74 468.89 191.02 490.9 306.32 565.83 177.46 575.87 drive
 drive
 drive
 drive
388.9 177.28 403.89 165.0 378.33 156.29 406.28 165.78 347.85 142.44 338.63 221.94 272.72 174.47 276.1 188.67 219.61 115.36 247.16 129.44 249.11 105.62 198.77 379.77 139.49 363.79 294.69 420.67 173.42 440.39 285.05 555.43 158.88 570.26 drive
391.61 177.5 401.85 165.87 383.66 158.87 395.14 164.37 353.93 145.29 330.89 218.23 281.52 176.6 276.55 187.77 244.3 118.45 248.93 129.0 260.25 111.96 198.83 378.98 147.46 365.22 297.06 439.46 167.83 463.97 290.29 555.21 151.38 570.75 drive
483.77 175.43 494.32 168.01 473.09 164.8 505.54 168.91 456.65 159.23 489.64 228.09 434.19 185.18 458.67 270.15 420.09 135.0 457.82 210.86 443.12 93.55 450.37 374.99 403.6 361.8 474.57 485.19 399.62 493.55 498.23 593.57 421.75 598.81 drive
390.06 178.07 400.44 165.66 382.29 159.49 394.97 162.69 354.32 145.43 330.87 218.12 282.65 177.98 274.08 181.01 240.66 116.07 247.42 126.04 255.26 104.15 196.83 387.87 147.37 374.44 299.47 449.69 182.06 469.72 289.51 560.21 165.83 568.43 drive
 drive
190.49 325.5 198.02 313.99 180.98 318.51 212.77 311.0 173.79 321.96 224.28 354.46 182.51 381.18 228.22 370.45 185.35 407.18 178.8 333.91 160.4 339.32 302.75 483.32 268.59 505.31 382.86 553.92 360.57 567.55 492.51 587.02 486.31 603.19 drive
174.44 166.77 183.56 155.7 164.24 159.06 200.27 154.33 150.01 161.45 221.73 201.13 144.05 204.43 242.39 278.92 132.65 247.44 217.68 356.41 133.88 229.01 214.48 337.59 152.14 338.81 246.05 439.52 112.33 447.99 263.41 568.1 55.88 565.44 drive
120.62 265.25 124.67 249.54 110.65 257.79 138.65 235.21 102.4 253.83 174.44 268.55 130.24 293.06 233.19 342.56 201.13 350.34 264.6 411.44 238.02 391.72 239.9 385.76 193.51 405.82 308.08 468.8 190.81 515.67 383.19 579.77 202.83 621.4 drive
393.95 125.72 398.23 113.39 383.45 117.2 406.8 106.21 367.37 115.98 429.7 144.51 356.69 169.68 454.82 229.29 380.18 259.05 443.65 315.22 424.54 330.93 474.06 265.78 411.24 291.19 561.07 343.69 432.98 405.82 625.24 437.41 463.13 520.69 drive
459.93 169.99 472.28 158.75 451.17 157.88 491.75 157.4 436.88 155.32 504.3 197.39 421.36 201.56 505.59 249.59 396.63 280.25 458.8 315.08 404.91 349.38 492.31 336.01 423.37 335.94 528.98 449.73 393.32 440.52 584.33 569.28 372.6 566.79 drive
177.97 169.37 187.43 157.19 167.13 160.31 201.72 155.7 149.68 162.12 220.12 203.08 144.05 208.89 239.67 282.31 146.86 282.17 219.69 354.44 159.54 333.35 215.7 337.03 153.64 338.9 246.2 435.85 110.55 445.96 267.51 568.05 56.97 568.61 drive
 drive
178.28 169.35 188.8 157.28 167.3 159.23 203.9 155.9 149.53 159.53 218.24 203.65 144.9 205.25 233.01 285.2 150.25 278.27 222.65 347.54 168.4 331.77 214.51 337.64 153.78 337.93 245.89 436.53 110.8 442.95 268.71 571.08 57.66 568.57 drive
350.58 68.56 360.39 57.14 346.52 60.7 389.1 57.18 349.66 66.31 406.94 97.01 329.72 125.22 396.21 165.78 301.08 159.04 337.56 109.83 316.87 79.24 450.35 254.1 393.46 289.94 524.61 326.14 490.76 432.73 617.56 406.0 588.03 550.2 drive
189.62 338.35 195.56 327.92 181.6 333.2 211.72 323.49 181.17 335.77 232.34 357.5 192.63 376.05 232.74 394.9 186.15 408.59 179.17 362.62 151.78 366.44 316.46 476.69 281.13 495.33 385.43 540.72 351.26 559.06 510.25 577.0 466.55 594.22 drive
458.47 169.77 470.59 158.72 449.7 157.8 490.89 158.44 437.21 155.97 503.06 202.24 426.6 202.55 505.53 260.82 410.48 284.32 480.67 315.35 429.56 356.62 493.67 338.13 429.0 336.8 528.66 448.13 391.99 438.79 583.9 562.64 369.32 565.76 drive
179.19 169.84 189.03 156.78 167.45 160.15 203.04 153.82 148.18 160.84 219.71 200.67 143.47 208.24 236.26 282.29 155.38 285.7 214.84 354.54 176.16 345.14 216.0 335.25 153.58 338.36 246.33 430.07 109.5 445.52 264.54 565.36 58.97 569.78 drive
178.79 169.69 188.58 156.92 167.33 160.24 202.62 154.29 148.35 161.28 222.02 200.31 142.16 209.11 245.69 274.99 145.81 284.2 217.1 352.68 160.83 345.87 218.04 337.65 154.5 340.56 246.23 431.74 110.36 444.7 265.55 567.45 58.58 570.75 drive
309.68 115.46 323.03 107.38 309.16 102.11 341.99 110.56 309.09 96.66 338.42 162.77 281.58 130.58 267.72 245.35 223.2 209.8 227.94 295.54 212.04 292.4 226.8 285.44 184.4 251.02 175.81 365.58 112.52 285.27 104.78 466.0 31.27 386.89 drive
177.36 170.13 186.81 158.11 166.35 161.36 202.11 155.55 149.72 162.35 222.66 202.0 146.14 207.71 244.2 274.92 150.61 277.94 234.85 345.52 162.83 327.71 217.77 342.9 155.31 343.5 248.46 445.88 110.6 448.83 267.03 574.91 58.17 567.88 drive
447.14 315.4 458.5 308.42 439.07 305.46 469.35 312.2 425.75 306.65 475.31 353.42 416.93 349.86 484.26 361.95 391.66 380.74 490.49 329.68 412.26 387.28 390.63 487.28 352.8 471.39 303.74 549.4 285.07 525.03 189.89 594.45 176.88 584.8 drive
179.17 168.56 188.96 155.62 167.65 158.74 202.89 153.5 148.91 159.87 219.59 200.31 144.05 207.09 236.34 279.94 157.96 286.95 213.24 356.65 192.61 356.17 215.86 334.81 153.74 337.18 245.73 434.19 111.32 445.57 265.59 566.41 57.59 570.33 drive
179.58 170.08 189.25 156.81 167.66 160.41 203.33 153.55 148.43 161.1 220.24 200.21 143.88 208.22 236.26 281.29 158.01 288.12 216.4 357.7 189.62 355.38 216.41 335.29 153.88 338.44 245.76 431.02 110.17 445.63 264.1 564.33 58.45 568.51 drive
 drive
156.79 173.61 165.08 162.37 145.71 167.39 184.15 160.78 137.66 175.57 213.02 189.91 158.22 239.53 217.93 126.18 192.21 281.92 196.53 77.1 195.35 229.84 230.97 367.67 186.38 381.31 239.71 491.98 163.54 489.4 215.5 594.76 144.13 594.01 drive
354.55 196.57 370.17 185.0 339.9 180.11 383.44 190.8 311.19 178.29 393.28 262.51 279.74 237.62 419.93 376.2 284.96 314.85 446.99 394.3 369.0 263.99 302.34 451.16 220.98 428.95 194.06 559.06 99.5 536.59 143.58 623.12 55.7 603.18 drive
 drive
241.43 232.88 250.46 216.45 233.48 222.28 268.47 210.35 226.84 224.89 299.69 257.74 219.83 325.45 348.57 247.79 236.44 382.39 326.08 273.55 227.71 342.19 407.17 390.93 353.89 436.1 526.48 472.47 463.06 514.53 610.8 524.97 566.76 582.5 drive
262.56 209.21 274.03 193.51 245.45 197.35 289.23 190.62 219.94 202.08 328.58 231.6 232.11 279.44 357.91 214.9 291.17 326.7 331.43 162.47 322.26 245.21 381.04 428.55 303.13 447.36 393.62 585.31 257.67 604.92 348.45 603.14 230.0 628.66 drive
377.17 210.63 391.61 197.23 365.55 195.36 416.77 198.75 353.99 191.13 407.54 275.5 318.31 222.5 338.1 330.54 289.09 168.78 325.57 280.61 331.06 131.42 334.93 448.54 261.7 429.58 381.67 597.98 263.49 599.37 392.04 626.73 309.1 610.53 drive
0.98 502.73 3.65 497.66 2.15 497.34 8.05 503.86 9.16 502.42 8.22 542.01 8.63 540.68 19.11 605.42 19.41 601.8 16.52 620.16 27.19 610.23 7.38 620.31 8.15 620.41 11.38 591.22 17.49 593.8 19.22 615.78 17.41 617.89 drive
 drive
 drive
374.65 209.41 389.52 196.06 363.23 195.78 415.71 200.14 352.53 195.81 405.87 280.17 321.55 235.68 328.59 334.14 287.37 201.74 314.14 280.17 329.22 149.54 342.25 455.26 273.57 437.56 372.64 592.58 265.69 583.49 383.77 624.02 302.6 589.3 drive
209.87 41.74 215.16 36.74 205.08 36.22 222.8 36.67 195.89 34.96 235.62 62.77 178.15 61.89 247.91 106.45 169.07 105.21 239.47 107.71 202.24 86.79 229.61 148.27 190.89 149.3 233.46 185.36 199.62 185.45 236.0 211.8 203.21 210.23 drive
483.82 175.26 494.45 167.64 472.77 164.47 505.8 168.96 456.14 159.44 489.64 229.72 434.32 187.34 457.22 265.6 420.32 135.34 457.56 198.34 443.19 93.0 451.48 377.26 404.72 364.21 475.75 487.59 399.2 496.12 498.47 593.43 421.73 599.17 drive
269.74 208.38 278.15 193.99 252.59 198.27 285.04 193.0 220.91 204.85 320.0 230.5 230.98 275.83 359.84 209.22 303.38 310.43 331.97 167.89 332.47 238.47 373.84 433.88 300.63 452.79 391.2 585.17 261.55 609.07 344.87 589.8 237.42 617.27 drive
368.0 186.79 378.98 176.71 356.21 174.06 380.44 181.36 324.15 174.09 397.65 235.88 281.54 235.6 463.41 232.2 297.9 293.71 460.26 190.2 366.15 264.27 294.3 445.14 215.66 425.46 201.3 586.37 102.7 541.06 141.25 630.36 85.44 575.27 drive
251.25 207.71 266.75 192.57 237.69 197.81 304.96 195.21 230.68 207.47 338.55 251.78 257.44 275.46 334.51 264.43 262.91 324.33 313.86 228.32 294.05 293.09 370.97 424.18 307.13 431.96 361.55 573.84 282.6 578.08 366.29 613.01 251.9 615.41 drive
369.65 10.69 399.51 0.0 330.7 0.0 443.9 0.0 267.11 0.0 517.56 46.42 200.29 34.78 610.26 232.29 162.95 201.48 584.91 62.4 194.07 217.34 477.67 335.31 263.23 336.62 517.81 280.49 258.58 326.63 434.37 279.47 330.59 296.16 drive
 drive
 drive
372.87 210.08 385.8 197.16 363.18 195.47 410.55 197.01 355.12 190.11 408.98 274.71 318.27 223.78 338.49 322.55 287.31 165.3 324.87 272.59 332.75 126.42 343.37 453.34 270.46 434.73 381.1 602.2 264.26 600.93 382.18 624.16 313.36 605.53 drive
506.62 243.51 520.0 242.48 505.84 240.67 540.71 258.52 504.17 251.24 490.41 305.0 494.07 268.05 415.08 312.02 452.41 277.21 497.31 281.33 508.79 269.83 316.72 345.51 318.67 306.02 173.33 370.42 199.33 287.01 134.79 412.81 140.05 292.18 drive
433.81 199.35 447.07 192.62 428.15 183.98 459.94 197.93 412.67 174.47 440.75 240.94 353.71 177.05 413.49 282.89 282.63 158.7 361.6 227.81 326.64 164.32 347.59 346.22 267.78 309.96 374.92 443.76 156.78 390.46 449.85 542.84 147.27 473.95 drive
156.1 230.5 155.83 225.07 152.43 229.28 165.23 219.36 157.96 228.95 193.52 220.14 184.59 231.7 199.65 253.47 174.23 256.17 166.1 269.83 140.64 258.88 266.08 240.23 260.12 244.97 217.31 265.1 216.73 271.91 264.78 273.66 252.81 275.56 drive
277.47 67.5 286.31 57.67 267.6 56.03 288.05 58.88 244.43 54.65 301.83 108.43 227.36 111.82 329.75 99.92 233.89 156.69 333.37 56.68 270.95 126.44 251.2 270.32 197.08 255.02 192.22 379.18 114.36 321.55 114.53 473.97 50.06 410.17 drive
424.97 187.26 436.16 183.94 427.84 173.75 456.58 193.74 428.26 168.17 447.58 235.78 366.41 172.47 407.25 281.46 285.73 165.62 361.47 220.34 338.42 188.19 350.59 344.43 274.26 307.69 371.37 445.28 157.67 388.55 453.49 544.37 154.56 486.82 drive
383.37 185.8 397.2 177.79 377.84 170.42 427.31 182.11 371.24 163.38 424.84 230.88 321.06 172.43 382.63 289.33 241.07 161.18 356.51 217.33 279.13 158.1 351.91 335.67 260.35 312.06 411.35 432.59 179.66 417.39 506.16 522.42 198.96 517.08 drive
433.0 200.68 445.81 193.48 427.4 185.34 457.03 197.13 411.33 174.28 439.22 240.25 350.73 175.39 416.24 286.58 282.93 159.76 366.82 228.04 330.75 168.18 347.25 346.14 266.81 309.88 376.83 442.2 156.97 389.28 453.06 546.78 152.12 477.17 drive
373.22 178.71 370.1 166.94 371.5 171.29 350.74 164.12 337.33 169.48 395.13 183.8 276.76 203.4 467.35 181.71 278.9 255.75 419.25 191.29 341.09 225.66 373.22 331.58 281.57 330.05 423.96 435.96 184.29 419.42 297.48 516.61 61.32 474.61 drive
200.32 181.08 190.85 168.44 193.17 181.96 191.14 167.49 184.93 197.76 262.29 180.92 188.67 254.15 341.2 158.37 253.03 297.01 304.68 186.73 268.24 258.57 370.95 315.02 297.96 353.96 486.55 380.66 258.41 441.24 494.0 492.37 192.5 541.65 drive
214.25 193.12 212.8 179.02 205.01 189.81 219.51 171.22 190.74 195.09 280.84 175.54 189.59 245.11 360.69 150.77 234.3 287.58 310.24 170.99 269.06 232.03 377.47 309.36 294.23 347.2 489.24 380.86 260.66 440.31 496.71 486.05 192.84 545.44 drive
311.31 175.52 315.59 165.41 308.45 167.35 342.1 160.96 316.64 165.17 383.86 200.23 271.36 181.06 375.02 264.02 187.57 193.21 304.68 221.76 223.25 178.54 365.23 328.06 267.5 328.25 449.14 407.18 206.81 438.84 571.45 473.51 254.33 508.96 drive
239.55 157.47 248.62 146.52 235.56 149.97 281.11 151.21 240.97 157.45 323.23 199.19 200.23 209.66 343.83 259.78 161.27 228.08 251.4 218.93 194.55 190.39 351.53 317.57 250.1 341.63 439.89 362.07 236.27 451.44 592.66 417.26 346.9 531.84 drive
216.1 189.61 211.99 173.45 205.51 188.34 214.44 163.11 187.73 196.13 277.81 169.73 192.44 240.12 358.3 144.66 229.49 282.75 318.22 168.85 271.44 231.99 377.8 310.61 298.37 347.64 494.72 389.28 268.72 445.94 493.68 501.85 179.31 538.68 drive
223.91 188.78 215.54 176.42 216.04 187.27 210.27 172.43 194.64 197.42 265.35 178.03 185.12 254.03 345.58 153.16 238.2 295.3 291.51 181.19 264.65 235.86 375.59 306.72 299.32 349.93 496.65 376.56 267.3 445.89 516.48 482.78 211.86 550.16 drive
157.59 174.33 166.34 162.6 146.89 167.02 186.5 160.25 138.97 173.88 216.15 192.53 152.06 241.99 217.8 144.67 156.22 315.69 199.01 88.12 127.4 292.74 234.46 367.72 186.25 380.14 236.59 497.83 160.07 491.06 219.61 591.92 143.05 587.97 drive
217.02 181.8 210.12 168.06 206.16 181.65 209.41 164.96 187.53 196.53 263.43 174.88 192.92 251.58 326.7 150.3 240.31 298.65 277.87 191.83 261.98 272.95 376.68 304.21 304.89 347.51 501.81 375.41 285.86 445.8 522.52 488.26 212.68 549.15 drive
 drive
247.3 183.78 238.84 168.85 234.5 180.54 235.03 167.15 204.61 194.74 284.3 182.91 202.18 248.13 353.29 159.44 234.98 292.4 302.75 180.9 266.75 237.24 378.49 320.7 299.82 356.44 496.02 386.61 267.31 440.3 505.0 500.34 185.52 537.98 drive
 drive
431.2 197.56 443.64 189.41 427.62 182.09 456.47 193.19 416.48 172.31 441.04 235.79 358.23 176.63 411.83 282.62 284.41 168.85 365.38 224.85 321.7 167.29 348.41 342.67 271.57 308.4 371.45 441.57 151.68 392.19 447.88 542.64 131.92 477.45 drive
245.55 280.88 244.49 268.12 237.89 280.02 259.84 251.41 239.34 282.12 312.47 235.12 264.3 309.61 372.83 188.28 285.56 335.95 352.76 160.97 313.86 286.87 424.94 300.51 390.51 341.08 447.47 345.12 413.19 404.71 515.48 434.05 468.67 494.66 drive
285.52 228.16 294.71 217.31 277.49 220.23 321.13 213.84 274.41 221.36 370.79 253.63 292.57 268.01 429.09 280.45 314.72 303.49 426.67 241.3 339.93 289.77 401.65 384.57 347.44 389.3 417.35 468.06 348.17 472.22 398.98 576.27 332.73 577.7 drive
394.93 305.5 403.55 309.26 402.43 292.27 392.61 307.38 393.57 264.63 365.26 318.21 345.34 233.03 344.24 341.23 289.19 184.72 347.6 294.17 307.44 160.61 251.76 340.49 239.53 288.93 224.46 377.36 205.1 272.99 141.23 457.46 114.3 382.87 drive
354.54 227.63 360.43 218.71 343.32 216.11 362.01 222.44 315.37 215.62 350.27 272.83 267.7 254.47 335.48 307.93 202.92 276.3 297.35 283.76 208.67 240.23 296.28 400.66 240.9 392.8 292.77 459.0 217.17 456.12 306.44 575.59 241.18 571.56 drive
285.13 226.19 294.17 215.89 278.51 217.6 319.81 213.38 278.08 217.61 370.71 255.83 291.8 267.65 428.87 283.55 300.46 315.85 429.07 238.07 328.48 303.13 403.23 384.35 350.42 387.38 420.46 462.11 356.24 455.7 395.25 577.92 329.84 572.19 drive
458.42 320.32 534.45 371.02 513.19 242.0 525.93 472.83 491.7 179.65 320.75 512.41 263.73 239.93 277.17 584.66 106.64 289.7 301.34 567.21 145.1 222.6 95.35 499.87 81.33 378.73 118.97 504.89 202.58 261.77 165.74 338.54 212.85 431.81 drive
354.5 225.1 360.16 216.78 343.51 215.01 360.51 219.58 315.92 214.93 348.46 268.88 267.95 255.95 342.81 305.65 205.05 277.88 300.18 288.47 210.03 242.04 294.95 393.76 241.77 387.65 292.7 474.07 220.01 476.73 308.09 578.69 243.84 574.62 drive
400.41 331.36 408.05 334.91 408.1 318.37 398.71 324.65 401.67 283.61 365.57 324.68 368.93 240.37 344.88 350.74 349.17 182.56 365.16 319.08 348.27 168.76 239.54 294.71 241.19 244.91 202.86 346.3 197.24 256.09 114.75 368.43 119.14 307.57 drive
340.36 219.98 344.19 209.88 327.06 210.55 344.18 211.61 301.16 214.6 341.31 263.76 259.13 262.13 336.0 315.69 203.99 307.21 298.72 302.99 200.49 272.6 307.71 402.17 252.54 403.04 316.1 469.37 240.9 482.61 341.09 572.7 281.05 580.11 drive
285.59 225.34 294.7 215.18 278.73 216.94 320.07 213.62 277.13 218.34 371.8 255.49 289.29 267.42 429.91 282.97 299.53 306.72 428.99 238.79 328.12 296.32 404.85 387.71 348.56 391.71 417.62 472.72 345.81 474.51 396.4 576.69 328.92 579.54 drive
353.67 229.15 362.74 219.6 341.11 216.73 368.73 221.78 313.77 213.83 349.76 281.08 267.64 255.04 322.14 365.38 205.29 276.71 307.33 428.28 209.2 239.55 290.68 394.83 235.75 386.54 297.38 470.25 221.28 478.01 307.44 576.11 243.98 582.41 drive
355.06 226.29 360.92 217.28 343.19 216.18 361.97 219.24 314.64 215.74 350.18 269.91 267.83 255.89 343.91 308.82 204.8 277.58 294.08 276.04 209.83 240.33 297.24 394.0 243.23 387.86 289.82 459.31 217.91 467.49 307.17 574.7 244.34 578.35 drive
285.51 225.43 294.53 215.19 278.58 217.16 320.14 213.49 276.98 218.7 372.22 255.72 289.03 267.11 430.26 282.99 299.01 303.31 429.25 238.59 328.34 295.89 404.43 389.56 347.61 393.55 416.86 473.82 344.47 477.69 396.25 576.89 329.71 581.17 drive
354.91 226.82 361.08 217.32 342.48 216.09 363.42 218.69 314.35 214.55 349.67 278.22 267.36 255.64 330.45 350.48 206.03 277.61 300.89 375.7 210.42 240.15 291.48 395.73 236.88 387.77 297.18 471.94 221.24 478.3 308.8 577.1 248.86 580.37 drive
285.1 226.85 294.08 216.22 278.14 218.16 320.06 212.75 277.26 217.69 371.24 255.12 291.43 267.54 429.09 283.61 302.2 315.55 429.93 238.69 327.79 304.47 402.41 382.07 348.86 385.29 419.1 462.16 352.44 457.32 394.95 579.31 329.93 574.22 drive
378.95 251.27 388.83 244.48 372.17 235.34 387.2 247.27 344.96 223.81 353.96 300.69 287.81 244.79 317.57 378.28 224.09 216.43 292.06 462.07 258.24 174.84 261.32 380.08 215.4 356.3 249.91 447.52 186.47 439.34 224.39 546.62 165.49 548.76 drive
280.87 150.29 288.29 139.94 272.35 143.72 306.53 135.83 266.18 145.0 351.0 168.49 279.62 194.52 378.4 170.74 295.6 268.6 356.6 148.7 296.89 295.28 383.36 308.74 334.21 310.67 366.65 398.66 306.49 368.15 353.83 526.93 314.81 495.6 drive
483.03 165.04 490.23 158.65 480.34 156.41 496.71 156.35 473.73 150.09 492.5 197.93 440.51 177.71 478.91 226.63 421.37 166.97 464.68 148.54 445.31 124.31 449.93 357.5 406.94 351.72 471.85 482.09 404.61 492.76 499.84 586.72 422.23 603.28 drive
284.73 225.25 294.21 215.38 277.93 216.98 320.51 214.68 276.85 218.65 371.74 256.88 289.47 266.9 429.59 282.75 294.62 309.83 429.36 238.01 327.84 303.4 404.36 382.68 349.43 385.3 418.88 463.39 355.0 457.27 394.75 577.76 330.32 572.85 drive
353.87 228.64 362.46 219.31 340.75 217.67 368.48 220.65 314.18 215.84 350.56 272.0 268.89 254.48 320.3 317.26 204.91 277.04 288.4 287.2 210.19 234.99 293.75 391.32 238.81 385.32 292.19 449.31 217.65 461.36 306.91 567.97 247.8 581.86 drive
